title,desc,date,link
一瓶“勾兑醋”，几多真问题,...现象，广大人民群众可以放心食用。山西醋产业协会会长曹文杰则介绍正牌的山西老陈醋原料货真价实、工艺规范精良、品质酸香绵鲜。作为山西陈醋的原产地，面对传播甚广的“醋传言”，作出如是反应再正常不过。毕竟，假冒伪劣陈醋充斥市场，质量相对较优、价格相对较高的正 牌山西老陈醋的口碑和销量难免受到冲击。不过，从网友态度来看，安民告示并未起到预想目的。不少网友的第一反应就是：瞧，有关部门出来辟谣了，那就更说明 ...,2011-08-08 09:25,http://www.njdaily.cn/2011/0808/9634.shtml
桶装水行业现状调查：准入门槛低 市场鱼龙混杂,...在于消费者与厂家和正规销售渠道脱节”“桶装水主要容易在销售环节出问题。”袁军表示，工商部门监管范围过大，监管压力大，因此对桶装水行业销售渠道的监管力度就稍显不足。“有些水店受暴利驱使，把不合格产品或假冒伪劣产品卖给消费者。消费者不知情，就容易被误导。”据记者了解，目前，大部分桶装水品牌都没有直营直销渠道或直营配送系统，主要通过各级经销商的加盟送水站实现。水站经营若只卖真水，利润非常微薄，因此...,2011-08-08 19:05,http://www.njdaily.cn/2011/0808/9856.shtml
康复之家联合北京电视台揭密静脉曲张袜行业陷阱,...女性的当务之急。在爱美与瘦身的双重需求下，静脉曲张袜开始在市场上大行其道，这种号称能瘦腿的丝袜，也因此获得了不少人的青睐。然而，  静脉曲张袜在热销的同时也带来了消费隐患，很多不法厂家生产的假冒伪劣袜也纷纷上市，赝品泛滥，严重损害了消费者的利益。很多消费者在买了赝品后，纷纷把信赖的目光投向了国内静脉曲张袜最大的经销商--北京康复之家医疗器械连锁经营有限公司。那么，如何严把静脉曲张袜产品质量关和科学...,2011-08-08 19:11,http://www.njdaily.cn/2011/0808/9863.shtml
不完满才是人生,...一直到今天仍然是“不如意事常八九”。早晨在早市上被小贩“宰”了一刀；在公共汽车上被扒手割了包，踩了人一下，或者被人踩了一下，根本不会说“对不起”了，代之以对骂，或者甚至演出全武行。到了商店，难免买到假冒伪劣的商品，又得生一肚子气，谁能说，我们的人生多是完满的呢？再说到我们这一批手无缚鸡之力的知识分子，在历史上一生中就难得过上几天好日子。只一个“考”字，就能让你谈“考”色变。“考”者，考试也。在...,2011-08-12 18:08,http://www.njdaily.cn/2011/0812/11381.shtml
山东部分“问题食品”专供农村 孩子受害最深,...质量问题提出质疑，这位批发商坦言：“进什么货要看小卖部开在哪里，城里有城里的货，农村有农村的货。”他承认，“问题食品”是专门供应农村市场的。随后，记者又来到莱芜市官寺批发市场，发现这里假冒伪劣食品同样较多，一些批发商高声推荐“火爆鱼翅”“燕窝麦片”等。农村“问题食品”售价低廉，但利润并不低。记者调查发现，一包50袋的“火爆鱼翅”批发价为16元，小卖部的零售价为25元，利润率超过50％。莱芜市官...,2011-08-19 13:06,http://www.njdaily.cn/2011/0819/13555.shtml
"""问题血燕""背后的""养生迷失""",...长、方士此起彼伏，前赴后继披上“养生大师”、“健康教母”的外衣，上电视、出专著、开讲坛、办网站，大肆炒作推销那些貌似有益实质有害的养生秘诀，控制舆论、混淆是非，信口雌黄、误导大众，由此形成公开或隐蔽的制售假冒伪劣养生产品的产业链，把兼具生命智慧和愚昧糟粕的中国传统养生文化引向极端，搞得乌烟瘴气，不知祸害了多少善男信女。“问题血燕”不过是畸形养生土壤上结出的又一枚毒果而已。作为一种天然食品，燕窝在...,2011-08-22 14:15,http://www.njdaily.cn/2011/0822/14335.shtml
　瞎编“我给儿子当孙子”，实乃把观众当孙子,...是，不择手段追求收视率，以提高电视的知名度和领导政绩，更带来直接的经济利益。有了收视率，广告多了，广告费高了，大家的收入也就高了。情感类节目可以转变为口袋里的现金或支票，虚假“情感”正是电视台向我们出售的假冒伪劣“商品”。不过，电视台还有一个解释是，情感类节目不是新闻类节目，是允许找演员扮演的。他告诉记者，这在业内是通行的做法。我们不同意这种说法，你不能把小说冒充新闻，如果是表演的节目，就请不要以...,2011-08-22 14:59,http://www.njdaily.cn/2011/0822/14362.shtml
山东枣庄防备煤矿“7·6”矿难原因追踪,...煤矿一些机电科的人经常过来。枣庄市副市长张鲁军对记者说，这起事故暴露出矿用设备压风机采购、使用、管理不到位，井下防灭火工作不落实等严重问题，教训惨痛。枣庄市将汲取事故教训，采取整改措施，对制售假冒伪劣矿用机电设备的违法行为一查到底，彻查不合格产品流向，跟踪追缴，严厉惩处。山东省省长姜大明说：“对事故背后的失职、渎职和腐败问题，要依法严肃处理。建立事故教训推动工作机制，切实把血的教训变成更加严格...,2011-08-25 11:49,http://www.njdaily.cn/2011/0825/15350.shtml
瞭望刊文:当前社会诚信缺失主因在政务出了问题,...提高公共服务水平，提高政府的公信力；另一方面，要保持党的先进性的建设，尤其要防止公职人员的渎职行为。所谓先进性，“三个代表”已作了非常好的表述，关键是要落实。在商务诚信方面，加强商业监管，严惩假冒伪劣产品，提高行业诚信。特别与民生息息相关的房地产、食品、药品行业，应采取各种措施，确保市场健康稳定发展。加大监管和查处力度，杜绝商业欺诈行为。特别是对虚假广告以及商场和超市促销欺骗行为，要严加打击。...,2011-08-28 06:59,http://www.njdaily.cn/2011/0828/15791.shtml
公安部：敦促所有四黑四害违法犯罪分子自首,...四害”。“四黑四害”危害深、影响广，比如，使用劣质原材料或非法使用非食用物质制售有毒有害食品，每个家庭的餐桌安全都受到威胁；假冒伪劣药品，病人吃了不仅不能治病，反而加重病情甚至要命；制售假劣种子，导致农民辛苦一季颗粒无收；假劣钢筋、水泥使工程存在...,2011-09-01 08:52,http://www.njdaily.cn/2011/0901/16868.shtml
红星美凯龙陷售假风波：2万元沙发竟是山寨货,...制沙发出现质量问题。胡女士将沙发拍照后，发给位于深圳龙岗的希尔盾家具总公司验证，希尔盾公司工作人员告诉胡女士，她在红星美凯龙专柜购买的希尔盾沙发靠背、扶手设计比例与公司原厂设计生产的比例不一样，经鉴定为假冒伪劣产品。据希尔盾公司销售部工作人员出示的公司仓库出货记录，胡女士发现，布吉红星美凯龙希尔盾专柜出售该沙发的7月至8月期间，希尔盾公司并未向布吉红星美凯龙供货该型号沙发。对此，希尔盾公司也出具...,2011-09-01 09:29,http://house.njdaily.cn/2011/0901/16890.shtml
记者探点暗访，联手江宁质监、工商部门端掉月饼“黑作坊”,...这些月饼都是厂家直接送上门的，他们根本不知道厂家有没有手续，“我们也不知道厂家在哪，货是他们送来的，手续我们也没有看。”听到执法人员要暂扣月饼后，店员称他们肯定会向厂家讨回损失。记者看到，店内涉嫌假冒伪劣的月饼至少有两三百盒，加上三四百只散装的月饼，有两千多只月饼。工商人员表示，将会对这些月饼全部进行暂扣。据知情者称，该农贸市场内还有一家店也在销售地下窝点生产出的月饼，但工商执法人员与记者来到...,2011-09-06 06:34,http://www.njdaily.cn/2011/0906/17836.shtml
南京昨开审“瘦肉精”案 6屠户均承认有罪求轻判,...的全国公安机关治安系统深入推进“打四黑除四害”专项行动暨部署食品药品案件侦办工作会议上获悉，全国公安机关将全面深入推进“打四黑除四害”专项行动，尤其是把关乎群众切身利益、群众反映强烈的有毒有害食品、假冒伪劣药品、假种子、假农药、假化肥等作为打击重点，集中时间，集中精力，精心组织好第一阶段战役，以实际行动保卫人民群众餐桌安全、生命健康安全。公安部有关负责人表示，“四黑四害”是指目前老百姓反映强烈的...,2011-09-07 06:09,http://www.njdaily.cn/2011/0907/18053.shtml
47个进口家具品牌:我们不做达芬奇,...，严格按照国家有关规定，在价签上如实标注品牌、产地、材质、价格等信息，杜绝虚假宣传；第三，保证所销售的进口家具产品质量符合中国产品质量标准，不掺假、不以假充真、不以次品充好，坚决杜绝假冒伪劣产品；第四，坚决执行居然之家关于‘先行赔付’、‘一个月无理由退换货’等各项服务承诺……”欧品家居总经理、中国家具销售商联合会秘书长蒋学顺带头宣读了这份沉甸甸的承诺书。  做出承诺的47个进口家具品牌包括来自...,2011-09-08 09:17,http://house.njdaily.cn/2011/0908/18380.shtml
朱镕基清华谈话实录曝光 谈义务教育,...说得过去啊，一个吉林大学也要七万五千人，大学出了不少(学术上的)假冒伪劣，教授都去造假，剽窃论文，这样搞下  去......你还是先把义务教育搞好嘛。”朱...,2011-09-08 14:43,http://www.njdaily.cn/2011/0908/18450.shtml
朱镕基1998年3月在国务院会议上的就任讲话,...？落实了，到目前为止，才卖出去几十万担新疆棉花。难哪！你们看没看3月15日那天电视的“3·15”行动”节目？这次是对传销这种不法行为的集中报道。什么是传销？就是一个人发展10个人，10个人发展100个人，推销假冒伪劣产品，害得参与者家败人亡。推销给病人的所谓“医疗器械”，搞得人家倾家荡产，病人原来还能站起来，使用后躺在床上起不来了。那些参加到传销网络里的人，有的几天就可以赚几千元，一个月赚上万元。...,2011-09-09 06:38,http://www.njdaily.cn/2011/0909/18544.shtml
学习《朱镕基讲话实录》:一部记录中国改革发展历程的著作,...改革是1994年财税体制改革的延伸和完善。（二十一）朱镕基同志十分重视整顿和规范市场经济秩序。他多次强调“质量是企业的生命”，“质量问题始终是我们经济工作的生命线”。2001年，为解决假冒伪劣商品严重泛滥的问题，党中央、国务院采取了一系列措施。其中一个重要方面，就是决定将国家质量技术监督局、国家出入境检验检疫局合并，组建国家质量监督检验检疫总局，将国家工商行政管理局调整为国家工商行政管理总局，...,2011-09-13 06:24,http://www.njdaily.cn/2011/0913/19105.shtml
保健食品亟待“治乱” 盗用保健食品文号行为猖獗,...信用体系建设。目前已约谈1家违规企业。下一步，将进一步加大宣传和培训力度，培养广大消费者和经营者知法、守法、维权的意识，强化基层监管队伍建设，着力完善技术支撑体系，通过社会各界的共同努力，让假冒伪劣保健食品无处藏身。采访中，记者了解到，药监部门呼吁国家尽快出台《保健食品监督管理条例》。当前，《食品安全法》已实施两周年，但是配套法规尚未出台，对保健食品监管工作和基层执法造成的困难非常大。同时，...,2011-09-15 15:29,http://www.njdaily.cn/2011/0915/19862.shtml
朱镕基任期内的历史事件,...改革是1994年财税体制改革的延伸和完善。（二十一）朱镕基同志十分重视整顿和规范市场经济秩序。他多次强调“质量是企业的生命”，“质量问题始终是我们经济工作的生命线”。2001年，为解决假冒伪劣商品严重泛滥的问题，党中央、国务院采取了一系列措施。其中一个重要方面，就是决定将国家质量技术监督局、国家出入境检验检疫局合并，组建国家质量监督检验检疫总局，将国家工商行政管理局调整为国家工商行政管理总局，...,2011-09-16 11:41,http://www.njdaily.cn/2011/0916/20079.shtml
阳澄湖大闸蟹未上市已先热 “纸螃蟹”热卖,... 敬一丹：这小小的螃蟹礼券，背后的门道可真不少。首先，它作为一种预付费消费和网上消费，如何防止价格欺诈、货不对版、缺斤少两、以假充真，甚至卷款而逃等不诚信的行为？需要相应的管理细则来规范，不能让假冒伪劣商品利用礼品券的形式搅乱市场。另一方面，那些为数众多的单位和集团购买，花的是什么钱？送的是什么人？谁从中收受了好处？谁违规谋取了利益？只有把这些都弄清，大闸蟹才不会变味，才不会成为滋生腐败的温床。...,2011-09-18 10:01,http://www.njdaily.cn/2011/0918/20379.shtml
市场在售阳澄湖螃蟹不少是山寨货 逐一揭秘蟹市乱象,...敬一丹说：这小小的螃蟹礼券，背后的门道可真不少。首先，它作为一种预付费消费和网上消费，如何防止价格欺诈、货不对板、缺斤少两、以假充真，甚至卷款而逃等不诚信的行为？需要相应的管理细则来规范，不能让假冒伪劣商品利用礼品券的形式搅乱市场。另一方面，那些为数众多的单位和集团购买，花的是什么钱？送的是什么人？谁从中收受了好处？谁违规谋取了利益？只有把这些都弄清，大闸蟹才不会变味，才不会成为滋生腐败的温床。　...,2011-09-19 06:03,http://www.njdaily.cn/2011/0919/20492.shtml
网上家装公司口碑造假 消费者选择须谨慎,...消费者能省则省的心态，先故作公正地让消费者去居然之家、红星美凯龙等大型家居卖场选择建材，让消费者心里对价钱有底。然后将消费者带到一些不知名的建材市场，介绍同样品牌的材料。这些材料有可能是假冒伪劣产品，但从外包装、说明书等方面皆与正品无二，价钱也只比正品低30元-100元不等，很多消费者便信以为真。售后无保障虽然网上装修公司承诺售后保障，网站也对这些网上装修公司开设了投诉服务，对此进行监督。但...,2011-09-19 08:35,http://house.njdaily.cn/2011/0919/20564.shtml
高调维权索赔千万 如何面对咄咄逼人的LV,...“为什么不去起诉经营者，而是起诉我们公司？”该代理人说，ＬＶ搞错了起诉对象，因此不会进行任何赔偿。庭审中，九州饭店代理人还出具了与小马服饰店签订的租赁合同。“租赁协议中明确约定，服饰店不可以出售假冒伪劣商品，否则独自承担责任。”大连南山花园酒店有限公司的代理人也有相似 看法，她认为ＬＶ有恶意诉讼行为，不会予以任何赔偿。他们认为，原告代理人购买的产品并不是酒店出售的，而是租赁酒店的商铺所为。酒店...,2011-09-23 17:46,http://www.njdaily.cn/2011/0923/21675.shtml
81岁屠呦呦领“准诺奖”贡献曾40年未获公认,...行骗的人，影响了人们对中医的看法。而屠呦呦获得这个奖项，让人们重新开始认识中药。李连达表示，中药发展逐年提高，国家投入很大，对中医中药很支持，总体来说中药发展是好的。“现在有两个问题，一是假冒伪劣药品多。另一方面，在学术上对中医抱有偏见，认为中药是‘垃圾、伪科学’，很多人对中医药不了解。”李连达分析说，有很多人用现代科学的观点，怀疑中医药是否科学。他还说，人们对中药的认识要有实事求是的态度，个...,2011-09-26 07:48,http://www.njdaily.cn/2011/0926/22015.shtml
副县长女儿“炫富”真假都该查查,...千 金”何时以什么价格从哪个网站做的交易，以端掉这个山寨窝点，岂容假冒伪劣如此猖獗，不但误伤“官二代”，更冤枉了党的好干部。,2011-09-27 10:17,http://www.njdaily.cn/2011/0927/22347.shtml
“三无教授”为何墙里开花墙外香,...大家都比较熟，都愿意捧场，谁愿意去给人家挑刺儿？专家还说，现在这种鉴定会中，鉴定专家常常是由获奖者自己推荐，评奖部门只是象征性地审批一下。原来，严肃的科技大奖评审形同儿戏，被潜规则操纵，这哪能不让假冒伪劣混迹其中，又哪能让真正造福人类的科研成果崭露头角呢？恐怕就更别谈评上两院院士了。屠呦呦获拉斯克奖值得高兴，但背后的隐忧不可不查。如再不改变国内科技成果奖项的评比标准、审核程序和评比办法，一旦...,2011-09-27 14:45,http://www.njdaily.cn/2011/0927/22397.shtml
新庄汽配城黑店大肆售假 上午才换的排气管晚上就坏,汽配真假难辨，让消费者无所适从。南报网讯 奔驰车上午换的“原装排气管”，晚上就坏了；宝马车刚换的新机油，发动机声音就不对了……今夏以来，南京警方接二连三接到车主反映玄武区新庄某汽配城销售假冒伪劣汽车配件。经过一个多月的侦查，一起涉案价值达100余万元的特大假冒高档汽车配件案得以破获。犯罪嫌疑人田某等三人，低价从河北的小企业、小作坊订购假冒的沃尔沃、宝马、奔驰...,2011-10-03 07:57,http://www.njdaily.cn/2011/1003/23371.shtml
冯立果：温州模式死于政府掠夺之手,...的“无为”和变通有很大关系；文革结束后，除了1984年前后遭受的短暂挫折（八大王的冤假 错案）外，温州民营经济三十年来高速发展，地方政府则完全扮演了一个自由市场经济中“守夜人”的角色，比如只打击假冒伪劣，不干涉企业内政。因此温州模式的实质是“民有、民营、民享、民富”。这种市场经济中的“政企关系”是今天许多经济学家仍然梦寐以求而不得的。“无为而治”的政府管理，最大限度发挥了温州人血液中的商业文化基因...,2011-10-09 16:05,http://www.njdaily.cn/2011/1009/24449.shtml
香烟回收以假换真 我市首对卷烟“调包”判处刑罚,...性质恶劣，属于典型的卷烟“调包”案件，公安、烟草、检察院等部门专门开会协调，迅速固定案件各项证据。鉴于该回收店没有营业执照和烟草专卖零售许可证，对其进行行政处罚没有相关法律依据，同时也不符合非法经营罪及销售假冒伪劣产品罪的构成要件。办案人员一致认为徐某、陈某以非法占有为目的，秘密窃取他人财物，数额较大，其行为已经构成盗窃罪，为严肃法纪、打击犯罪，鼓楼区检察院决定以盗窃罪对徐某、陈某提起公诉，鼓楼区...,2011-10-09 21:15,http://www.njdaily.cn/2011/1009/24462.shtml
沃尔玛售假37人被抓 将所售商品双倍金额赔偿,...，因沃尔玛重庆门店以普通猪肉冒充绿色猪肉销售，以虚假商品说明欺诈消费者等违法行为，依法没收其违法所得，并处违法所得五倍罚款269万元，沃尔玛重庆门店被责令停业整顿15天。据媒体报道，重庆警方打击假冒伪劣商品犯罪侦查总队、经侦总队同市工商局成立联合调查组开展调查。重庆警方查明，自2010年1月以来，沃尔玛凤天分店、松青路分店等多家分店以普通猪肉冒充“绿色食品”猪肉对外销售，涉案销售金额190万余...,2011-10-12 07:55,http://www.njdaily.cn/2011/1012/25113.shtml
市检察院：保护知识产权，服务创新驱动,...通过履行检察职能，全方位保护知识产权。执法办案是保护知识产权的利器。自去年以来，全市检方深入开展“打击侵犯知识产权和制售假冒伪劣商品”专项行动，共批捕此类犯罪嫌疑人84人，提起公诉72人，有力维护了企业的合法权益和公平竞争的市场秩序。“近年来...,2011-10-13 14:10,http://www.njdaily.cn/2011/1013/25570.shtml
重庆沃尔玛绿色猪肉门：超市领导对作假心知肚明,...将成为重庆“食品严打风暴”能否“动真格”、能否真正对百姓餐桌负责的“试金石”。重庆果断地采取行动，高层先后作出批示，重庆警方领导也先后就此案进行部署。9月8日晚，被坊间简称为“打假总队”的打击假冒伪劣商品犯罪侦查总队负责人立即组织精干警力，连夜召开案情分析会，随即与重庆市工商局成立了联合调查组。一切信息表明：这一次，重庆选择了重拳出击——即使违法者是国际知名的商业巨头。手法：普通肉冒充“绿色...,2011-10-14 08:17,http://www.njdaily.cn/2011/1014/25737.shtml
铁道部:15元以下盒饭不得断供 厕所配厕纸,...商品品种、商品名录，按照质价相符的原则，制定合理的价格，向旅客公布，严禁销售“三无”及假冒伪劣商品。要保证旅客列车有2元以下矿泉水、15元以下盒饭等供应，且不得断供。2　 列车...,2011-10-18 06:57,http://www.njdaily.cn/2011/1018/26653.shtml
铁道部：将研究实名制车票挂失办理流程,...饭口适当供应热链。普通旅客列车推行标准化菜谱，推进成品、半成品和净菜上车。明确旅客列车销售商品品种，建立列车商品名录，按照质价相符的原则，制定合理的价格，向旅客公布，督促接受监督，严禁销售“三无”及假冒伪劣商品。要保证旅客列车有2元以下矿泉水、15元以下盒饭等供应，且不得断供。加强客服中心建设和管理。统一12306客服中心工作平台功能需求、设备标准、接口标准、业务流程，推进客服标准化。11月底...,2011-10-18 15:53,http://www.njdaily.cn/2011/1018/26850.shtml
“吃盒饭不奢侈”是权利而不是福利,...菜谱，推进成品、半成品和净菜上车。以铁路局为单位，年底前制定完善餐饮商品管理办法，健全统一采购机制。各局要明确旅客列车销售商品品种、商品名录，按照质价相符的原则，制定合理的价格，向旅客公布，严禁销售“三无”及假冒伪劣商品。要保证旅客列车有2元以下矿泉水、15元以下盒饭等供应，且不得断供。保证旅客能在列车上喝到2元以下的矿泉水、吃到15元以下的盒饭，这也算是铁道部的一项亲民之举吧。尽管，这样的亲...,2011-10-18 17:30,http://www.njdaily.cn/2011/1018/27014.shtml
白领新面子经济 爱马仕纸袋带便当,...。”此外，小雨认为，很重要的一点，我国在立法方面，也对A货横行控制不力。在我国，制造和售卖假冒伪劣产品违反了《产品质量法》、《反不正当竞争法》、《消费者权益保护法》等。生产者、销售者，通过制假、...,2011-10-18 17:32,http://www.njdaily.cn/2011/1018/27018.shtml
15元以下的盒饭不断供 实名制车票丢了有望能挂失,...上车。以铁路局为单位，年底前制定完善餐饮商品管理办法，健全统一采购机制。各局要明确旅客列车销售商品品种，建立列车商品名录，按质价相符的原则，制定合理的价格，向旅客公布，接受监督，严禁销售 “三无”及假冒伪劣商品。要保证旅客列车有2元以下矿泉水、15元以下盒饭等供应，且不得断供。昨天，上海铁路局盒饭销售方上海华铁旅服公司表示，今后他们会减少常温保存的盒饭，多提供冷链储存的盒饭，确保15元以下盒饭...,2011-10-19 06:04,http://www.njdaily.cn/2011/1019/27090.shtml
沪宁沪杭高铁站11月底前可刷二代身份证乘车,...对二等及以上车站进行无障碍设施改造，增设盲道、高站台、无障碍电梯及坡道等，设置残疾人售票专口，增加一些便于残疾人使用的辅助设施或器具。不得断供2元以下矿泉水、15元以下盒饭铁道部通知要求，严禁销售“三无”及假冒伪劣商品。要保证旅客列车有2元以下矿泉水、15元以下盒饭等供应，且不得断供。上海铁路部门对此表示，由于采购成本等问题，15元以下的盒饭配置主要是一荤一素或一荤两素，且相对简单，旅客购买...,2011-10-19 10:54,http://www.njdaily.cn/2011/1019/27296.shtml
葛晓燕谈有效保护创新成果,...市法院、公安、司法、工商等14个部门，出台“关于加强侵犯知识产权犯罪案件执法协作的意见”。这只是市检察院在保护知识产权方面所做的一项工作。自去年以来，全市检方深入开展“打击侵犯知识产权和制售假冒伪劣商品”专项行动有力维护了企业的合法权益和公平竞争的市场秩序。为提高办案效率和效果，我市检方对内成立知识产权案件办理中心，实行专人办案、专人指导工作机制，推行“捕、诉、监”联动，与法院“三审合一”审判...,2011-10-19 21:49,http://www.njdaily.cn/2011/1019/27533.shtml
英美媒体偏袒沃尔玛欺诈案 指责重庆极端仇恨外国人,...诸多方面给予外资企业“超国民待遇”。在食品安全问题上，中国政府对国人的违法犯罪行为也是同样处罚严厉的，例如，在查处的三聚氰胺奶粉事件中，主要涉案罪犯甚至被判处了死刑。而查获的其他大量假冒伪劣食品制售事件涉案人员也依法受到了严惩。外资公司必须严格遵守投资国的法律法规属于国际惯例，谁也无权享受“治外法权”，对于任何一家在华西方投资企业来说，没有例外的选择和商量空间；对于中国政府来说，没有例外的给予...,2011-10-20 07:06,http://www.njdaily.cn/2011/1020/27586.shtml
沃尔玛全球副总裁拜访黄奇帆 就“猪肉门”致歉,...众多问题，很重要的一个原因是税收、物流、场租摊位费等税费高了，食品企业无利可图，进而铤而走险；二是针对目前太多小企业生产食品难于管理的现象，扶持龙头企业进行全产业链生产，以此来减少食品安全事故；三是对卖假冒伪劣、有毒有害食品的企业进行检查、惩处，并且采取连坐制，不仅对问题企业进行查处，而且对问题企业的上、下游企业，问题企业集团内部的相关企业也进行整顿。这种连坐制是美国人发明的，是一个高明的管理办法...,2011-10-22 07:29,http://www.njdaily.cn/2011/1022/28558.shtml
假洋酒存暴利链条 5招教您挑洋酒,...。5.真品标签字迹清楚、轮廓好；假酒标签字迹模糊、不规则。同时，像在酒吧、KTV、夜总会等娱乐休闲场所是假冒伪劣洋酒充斥的“重灾区”，特别是酒吧，大多数都是真假混卖。专家指出，消费者到这里买酒首先看包装，主要看酒瓶...,2011-10-26 06:36,http://www.njdaily.cn/2011/1026/29911.shtml
难道是“洋”字惹的祸？,...人家往我们国家出口的“名酒”里面加水，恰好被你喝了，你不会不高兴吧，你不会不觉得你的个人权益被侵犯了吧。难道这些人就不以损人利己为耻、不以见利忘义为耻吗？我们也是WTO成员国之一，加强监管迫在眉睫，打击假冒伪劣是全社会共同关心的问题，任重而道远，我们一刻也不能松懈。在维护国家利益的同时，也要维护他国的利益。保护他人其实也的保护自己。请问，造假之人他会喝下自己所造的假“洋”酒吗？会吗！己所不欲，...,2011-10-26 06:45,http://www.njdaily.cn/2011/1026/29916.shtml
成都近九成产妇胎盘留医院 去向监管现“真空”,...监局只负责胎盘制品、药品的质量问题，但胎盘的来源他们无权管理，“比如药品是假冒伪劣，我们就能查处，但药品的原料来源无法干涉。”,2011-10-26 17:51,http://www.njdaily.cn/2011/1026/30268.shtml
刘胜军：国人为何缺“德”？,...导致绝对的腐败”这样一个放之四海而皆准的真理。温家宝总理也一再呼吁“必须从制度入手，改变权力过于集中而得不到制约的现象”。由于缺乏有效的权力制衡，法治建设依然任重道远，“选择性执法”、“弹性执法”愈演愈烈，导致假冒伪劣横行，环境污染已然失控，食品安全危机滑入深渊。由是观之，眼下国人既无信仰、又无法治，社会信任极度稀缺，道德出现“皮之不存，毛将附焉”的尴尬亦就不足为奇了。从某种意义上说，孔子应为小...,2011-10-27 15:09,http://www.njdaily.cn/2011/1027/30661.shtml
把事闹大好解决的心态从何而来,...引起相关部门的关注，进而获得自己想要的结果。这实际上反映出一些人契约精神的缺失，或者说，在大环境里，契约精神从来就没有建立过。叶某在进淘宝网开店之前，肯定要仔细阅读相应的协议，其中就有关于售卖假冒伪劣产品的处理条款。卖假货被封店，对于淘宝方面来说，只是在执行当初与店主约定的协议而已——即使是在现实中，卖假货也要面临被工商部门查处、甚至店铺被查封的后果。且不说卖假货原本就不合法，单就当初的协议来说...,2011-10-28 11:10,http://www.njdaily.cn/2011/1028/30983.shtml
购买紫檀家具谨防假冒,读者庞先生打算买件紫檀条案，一来是喜欢，二来也可以保值。但他听到了一种说法，称目前市场上有些紫檀家具是“假冒伪劣”产品，有些紫檀家具其实是便宜的相似木材制作的。他向京华家居编辑部求助，想知道是否有方法分辨紫檀家具的真伪，并希望...,2011-10-31 08:56,http://house.njdaily.cn/2011/1031/31662.shtml
沪消保委：消费者警惕二次装修中“低价陷阱”,...对装修建材的事先验收，不法企业乘机在施工中降低用材规格，甚至购买、使用假冒伪劣建材。当消费者发现时，装修质量已受影响，甚至埋下了安全隐患。,2011-11-01 13:01,http://house.njdaily.cn/2011/1101/32419.shtml
黑龙江一医院售卖假药 曝“挂靠过票”潜规则,...。”此外，王素珍还提出，我国现有监督管理重点存在错位:“目前监督管理的重点放在发现假冒伪劣药品后的追查和处理上，属于一种生产出来后的质量检查，也就是事后控制，...,2011-11-01 14:04,http://www.njdaily.cn/2011/1101/32483.shtml
易中天批《三字经》：那是放了三聚氰胺的奶粉,...人敢惹，这就是“拼爹”。我在“品三国”里讲袁绍四世三公，杨修五世三公，什么意思？就是“拼爹”。观众：为什么这个时代出不了大师和经典？易中天：我就不承认现在有什么大师，但凡被称为大师的一定是假冒伪劣。我还有一个观点，不需要。我为今天出不了大师欢欣鼓舞，这意味着我们进入了一个新的时代，过去为什么出经典出大师，因为有条件垄断某方面的资讯，于是成了大师，而当今时代，每个人都有自己的观点和看法，因此没有...,2011-11-01 15:06,http://www.njdaily.cn/2011/1101/32538.shtml
湖南5年处分地厅级干部87人县处级干部983人,...弄虚作假违规加分等群众反映强烈的突出问题；而且深化了对医药购销和医疗服务中不正之风的治理工作，严肃查处了芦笋片药价虚高等社会广泛关注的案件；不仅切实加强了对强农惠农政策落实情况的监督检查，认真查处制售假冒伪劣农资等坑农害农行为；而且加强了对保障性住房建设与分配、社保基金和各类专项资金使用情况的监督检查，清理规范了全省道路交通标志和技术监控设备使用和管理、有线数字电视收费和服务、驾培驾考等方面群众...,2011-11-09 19:51,http://www.njdaily.cn/2011/1109/37049.shtml
湖南5年处分地厅级干部87人,"...。其间,深入开展了中小学收费的监督检查,着力整治违规办班培训、高考弄虚作假违规加分等群众反映强烈的突出问题；整顿医药购销和医疗服务中的不正之风,严肃查处了“芦笋片药价虚高”等社会广泛关注的案件；认真查处制售假冒伪劣农资等坑农害农行为；加强对保障性住房建设与分配、社保基金和各类专项资金使用情况的监督检查,清理规范了全省道路交通标志和技术监控设备使用和管理、有线数字电视收费和服务、驾培驾考等方面群众...",2011-11-10 12:04,http://www.njdaily.cn/2011/1110/37259.shtml
胡锦涛：中美贸易额可能在三四年内破5千亿美元,...战略，一如既往为包括美国企业在内的世界各国企业提供良好投资环境。胡锦涛强调，中国加强知识产权保护的决心坚定不移，已建立了比较完善的知识产权法律体系，今后工作的重点是加强执法。中国打击侵犯知识产权和制售假冒伪劣商品专项行动取得积极成效。中方愿同美方加强对话和交流，共同促进知识产权保护。胡锦涛强调，两国企业是中美经贸合作的主力军。希望大家把握机遇、开拓进取，不断取得更多合作成果。美国商会、陶氏...,2011-11-11 14:08,http://www.njdaily.cn/2011/1111/37964.shtml
